pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,certification-result,certification-time
516318578,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,ttt2-1.20,29431,ttt2_cert,360056,complete,31.46326819,8.13858294487,1.5797248E9,YES,CERTIFIED,0.17
516318579,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,AProVE21,33789,certified,551426,complete,18.035593111,5.35185003281,1.257168896E9,YES,CERTIFIED,0.29
516318580,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,NaTT 1.6.1,29473,Certifiable,360199,complete,0.257914559,0.225958824158,1.7276928E7,MAYBE,-,-
516318581,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,ttt2-1.20,29431,ttt2_cert,360056,complete,952.725283886,300.306399822,2.489831424E9,MAYBE,-,-
516318582,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,AProVE21,33789,certified,551426,complete,1163.29042687,292.264541864,1.8264014848E10,--,-,-
516318583,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,NaTT 1.6.1,29473,Certifiable,360199,complete,0.841276357,0.760497808456,2.5649152E7,MAYBE,-,-
516318584,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,ttt2-1.20,29431,ttt2_cert,360056,complete,953.106230702,300.337146044,3.144933376E9,MAYBE,-,-
516318585,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,AProVE21,33789,certified,551426,complete,65.680804117,17.3358459473,2.689982464E9,YES,CERTIFIED,0.19
516318586,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,NaTT 1.6.1,29473,Certifiable,360199,complete,0.344349958,0.327545881271,2.0901888E7,MAYBE,-,-
516318587,SRS_Standard/Secret_05_SRS/matchbox1.xml,13152061,ttt2-1.20,29431,ttt2_cert,360056,complete,8.895247599,2.5350060463,1.146773504E9,YES,CERTIFIED,0.11
