pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,output-size
516308672,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,muterm 6.0.3,22652,default,326595,timeout (wallclock),300.971486489,301.03511405,1.7678336E7,MAYBE,242
516308673,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,NaTT 2.1,33842,default,552075,complete,0.304858579,0.311840057373,2.3883776E7,MAYBE,2687
516308674,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,ttt2-1.20,29431,ttt2,360055,complete,180.106701024,45.4396500587,1.333878784E9,YES,17271
516308675,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,matchbox-2021-06-18b,33630,tc21-9.sh,550935,complete,3.783596905,1.47697401047,1.89853696E8,YES,12942
516308676,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,AProVE21,33789,standard,551423,complete,21.631930934,6.25876402855,1.309831168E9,YES,14834
516308677,SRS_Standard/Secret_05_SRS/aprove1.xml,13152058,MnM 3.18 29June TMP,33827,default,552058,complete,4.963110216,1.65602898598,1.307369472E9,YES,40150
516308678,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,muterm 6.0.3,22652,default,326595,timeout (wallclock),300.189420195,301.009171009,1.4565376E8,MAYBE,239
516308679,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,NaTT 2.1,33842,default,552075,complete,10.177505821,9.8643181324,7.6038144E7,MAYBE,1601
516308680,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,ttt2-1.20,29431,ttt2,360055,complete,198.713911308,50.0531890392,2.43050496E9,MAYBE,393
516308681,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,matchbox-2021-06-18b,33630,tc21-9.sh,550935,complete,2.800530114,1.16518998146,1.76750592E8,YES,4280
516308682,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,AProVE21,33789,standard,551423,timeout (wallclock),1200.18132427,301.068706989,1.845303296E10,MAYBE,243
516308683,SRS_Standard/Secret_05_SRS/jambox2.xml,13152059,MnM 3.18 29June TMP,33827,default,552058,timeout (wallclock),1192.54208571,301.062771797,6.6063183872E10,MAYBE,239
516308684,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,muterm 6.0.3,22652,default,326595,timeout (wallclock),299.558779091,301.045267105,5.2895744E7,MAYBE,242
516308685,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,NaTT 2.1,33842,default,552075,complete,1.02775808,0.925822973251,3.4889728E7,MAYBE,960
516308686,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,ttt2-1.20,29431,ttt2,360055,complete,11.808407126,3.2641928196,1.02766592E9,YES,2538
516308687,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,matchbox-2021-06-18b,33630,tc21-9.sh,550935,complete,0.433577593,0.251798868179,3.5049472E7,YES,4294
516308688,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,AProVE21,33789,standard,551423,complete,44.292650196,11.9708340168,1.896476672E9,YES,10273
516308689,SRS_Standard/Secret_05_SRS/jambox5.xml,13152060,MnM 3.18 29June TMP,33827,default,552058,timeout (wallclock),1198.56887799,301.065753937,6.6168406016E10,MAYBE,239
516308690,SRS_Standard/Secret_05_SRS/matchbox1.xml,13152061,muterm 6.0.3,22652,default,326595,complete,12.345904463,13.0439128876,1.3512704E7,YES,23634
516308691,SRS_Standard/Secret_05_SRS/matchbox1.xml,13152061,NaTT 2.1,33842,default,552075,complete,0.08496397,0.145654201508,1.294336E7,YES,1931
516308692,SRS_Standard/Secret_05_SRS/matchbox1.xml,13152061,ttt2-1.20,29431,ttt2,360055,complete,7.951687383,2.33326292038,9.51795712E8,YES,3384
516308693,SRS_Standard/Secret_05_SRS/matchbox1.xml,13152061,matchbox-2021-06-18b,33630,tc21-9.sh,550935,complete,13.698416457,5.14054489136,5.6254464E8,YES,21497
516308694,SRS_Standard/Secret_05_SRS/matchbox1.xml,13152061,AProVE21,33789,standard,551423,complete,24.475324227,7.01772999763,1.344499712E9,YES,7893
516308695,SRS_Standard/Secret_05_SRS/matchbox1.xml,13152061,MnM 3.18 29June TMP,33827,default,552058,complete,2.517412936,0.971419811249,5.71727872E8,YES,6075
516308696,SRS_Standard/Secret_05_SRS/torpa1.xml,13152062,muterm 6.0.3,22652,default,326595,complete,2.202531544,2.60735607147,9449472.0,YES,7261
516308697,SRS_Standard/Secret_05_SRS/torpa1.xml,13152062,NaTT 2.1,33842,default,552075,complete,1.542109919,1.50299501419,3.4439168E7,MAYBE,1016
516308698,SRS_Standard/Secret_05_SRS/torpa1.xml,13152062,ttt2-1.20,29431,ttt2,360055,complete,3.672105394,1.25744795799,7.49330432E8,YES,1416
516308699,SRS_Standard/Secret_05_SRS/torpa1.xml,13152062,matchbox-2021-06-18b,33630,tc21-9.sh,550935,complete,0.352456999,0.220943927765,2.936832E7,YES,3940
516308700,SRS_Standard/Secret_05_SRS/torpa1.xml,13152062,AProVE21,33789,standard,551423,complete,5.918399015,2.25800800323,4.85179392E8,YES,5380
516308701,SRS_Standard/Secret_05_SRS/torpa1.xml,13152062,MnM 3.18 29June TMP,33827,default,552058,complete,76.314123768,19.7917749882,9.247944704E9,YES,2152
516308702,SRS_Standard/Secret_05_SRS/jambox4.xml,13152063,muterm 6.0.3,22652,default,326595,timeout (wallclock),299.729444301,301.03814888,1.8337792E7,MAYBE,242
516308703,SRS_Standard/Secret_05_SRS/jambox4.xml,13152063,NaTT 2.1,33842,default,552075,complete,0.942339172,0.935250043869,2.8672E7,MAYBE,938
516308704,SRS_Standard/Secret_05_SRS/jambox4.xml,13152063,ttt2-1.20,29431,ttt2,360055,complete,4.145480304,1.35021209717,8.59160576E8,YES,2770
516308705,SRS_Standard/Secret_05_SRS/jambox4.xml,13152063,matchbox-2021-06-18b,33630,tc21-9.sh,550935,complete,0.412429168,0.245528936386,3.059712E7,YES,4223
516308706,SRS_Standard/Secret_05_SRS/jambox4.xml,13152063,AProVE21,33789,standard,551423,complete,6.75856266,2.4450750351,6.84474368E8,YES,5428
516308707,SRS_Standard/Secret_05_SRS/jambox4.xml,13152063,MnM 3.18 29June TMP,33827,default,552058,timeout (wallclock),1194.55562904,301.007570982,6.610315264E10,MAYBE,239
516308708,SRS_Standard/Secret_05_SRS/jambox3.xml,13152064,muterm 6.0.3,22652,default,326595,timeout (wallclock),300.156423249,301.008146048,1.06672128E8,MAYBE,239
516308709,SRS_Standard/Secret_05_SRS/jambox3.xml,13152064,NaTT 2.1,33842,default,552075,complete,1.563240125,1.42700791359,3.7912576E7,MAYBE,981
516308710,SRS_Standard/Secret_05_SRS/jambox3.xml,13152064,ttt2-1.20,29431,ttt2,360055,complete,39.7520169,10.2244901657,1.077223424E9,YES,13903
