pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,certification-result,certification-time
516951161,TRS_Standard/AProVE_07/thiemann31.xml,13153795,ttt2-1.20,33885,ttt2_cert,552235,complete,370.810338933,299.308465004,8.03987456E8,MAYBE,-,-
516951162,TRS_Standard/AProVE_07/thiemann31.xml,13153795,AProVE21,33789,certified,552179,complete,10.912318289,5.08953094482,6.39492096E8,YES,CERTIFIED,0.77
516951163,TRS_Standard/AProVE_07/thiemann31.xml,13153795,NaTT 1.6.2,33888,Certifiable,552274,complete,0.011931497,0.0135009288788,3768320.0,warning: failed to load external entity /export/starexec/sandbox2/solver/bin/xtc2tpdb.xml,-,-
516951164,TRS_Standard/AProVE_07/thiemann36.xml,13153796,ttt2-1.20,33885,ttt2_cert,552235,complete,372.333544889,299.31348896,1.386606592E9,MAYBE,-,-
516951165,TRS_Standard/AProVE_07/thiemann36.xml,13153796,AProVE21,33789,certified,552179,complete,12.554555029,4.78433299065,6.59300352E8,YES,CERTIFIED,0.87
516951166,TRS_Standard/AProVE_07/thiemann36.xml,13153796,NaTT 1.6.2,33888,Certifiable,552274,complete,0.011392682,0.0509560108185,3543040.0,warning: failed to load external entity /export/starexec/sandbox2/solver/bin/xtc2tpdb.xml,-,-
516951167,TRS_Standard/AProVE_07/thiemann38.xml,13153797,ttt2-1.20,33885,ttt2_cert,552235,complete,366.86238429,299.341513157,8.33912832E8,MAYBE,-,-
516951168,TRS_Standard/AProVE_07/thiemann38.xml,13153797,AProVE21,33789,certified,552179,complete,9.099183221,3.20034599304,5.6193024E8,YES,CERTIFIED,0.73
516951169,TRS_Standard/AProVE_07/thiemann38.xml,13153797,NaTT 1.6.2,33888,Certifiable,552274,complete,0.012313676,0.0798380374908,3756032.0,warning: failed to load external entity /export/starexec/sandbox/solver/bin/xtc2tpdb.xml,-,-
516951170,TRS_Standard/AProVE_07/thiemann03.xml,13153798,ttt2-1.20,33885,ttt2_cert,552235,complete,372.285400328,299.345957994,9.07104256E8,MAYBE,-,-
516951171,TRS_Standard/AProVE_07/thiemann03.xml,13153798,AProVE21,33789,certified,552179,complete,10.290149222,3.37990093231,6.69569024E8,YES,CERTIFIED,0.23
516951172,TRS_Standard/AProVE_07/thiemann03.xml,13153798,NaTT 1.6.2,33888,Certifiable,552274,complete,0.011797991,0.0542759895325,3534848.0,warning: failed to load external entity /export/starexec/sandbox2/solver/bin/xtc2tpdb.xml,-,-
516951173,TRS_Standard/AProVE_07/otto10.xml,13153799,ttt2-1.20,33885,ttt2_cert,552235,complete,357.549111105,299.364518881,7.94075136E8,MAYBE,-,-
516951174,TRS_Standard/AProVE_07/otto10.xml,13153799,AProVE21,33789,certified,552179,complete,8.846514468,3.17081189156,5.602304E8,YES,CERTIFIED,0.45
516951175,TRS_Standard/AProVE_07/otto10.xml,13153799,NaTT 1.6.2,33888,Certifiable,552274,complete,0.011146093,0.013454914093,3526656.0,warning: failed to load external entity /export/starexec/sandbox2/solver/bin/xtc2tpdb.xml,-,-
516951176,TRS_Standard/AProVE_07/thiemann04.xml,13153800,ttt2-1.20,33885,ttt2_cert,552235,complete,376.351743221,299.322628975,9.74123008E8,MAYBE,-,-
516951177,TRS_Standard/AProVE_07/thiemann04.xml,13153800,AProVE21,33789,certified,552179,complete,86.506084832,32.3176989555,2.510032896E9,YES,CERTIFIED,3.12
516951178,TRS_Standard/AProVE_07/thiemann04.xml,13153800,NaTT 1.6.2,33888,Certifiable,552274,complete,0.011634373,0.0388720035553,3538944.0,warning: failed to load external entity /export/starexec/sandbox2/solver/bin/xtc2tpdb.xml,-,-
516951179,TRS_Standard/AProVE_07/wiehe06.xml,13153801,ttt2-1.20,33885,ttt2_cert,552235,complete,19.837771852,6.98421478271,8.4224E8,YES,CERTIFIED,0.27
516951180,TRS_Standard/AProVE_07/wiehe06.xml,13153801,AProVE21,33789,certified,552179,complete,8.985499056,3.11479282379,5.98695936E8,YES,CERTIFIED,0.26
516951181,TRS_Standard/AProVE_07/wiehe06.xml,13153801,NaTT 1.6.2,33888,Certifiable,552274,complete,0.011323734,0.0537919998169,3534848.0,warning: failed to load external entity /export/starexec/sandbox2/solver/bin/xtc2tpdb.xml,-,-
516951182,TRS_Standard/AProVE_07/thiemann15.xml,13153802,ttt2-1.20,33885,ttt2_cert,552235,complete,5.173894962,1.6626739502,5.61532928E8,YES,CERTIFIED,0.14
