pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,certification-result,certification-time
516353576,Runtime_Complexity_Full_Rewriting/TCT_12/polycounter-10.xml,13160463,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,71.603028757,45.6722118855,4.05889024E8,MAYBE,-,-
516353577,Runtime_Complexity_Full_Rewriting/TCT_12/recursion-10.xml,13160464,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,108.565713151,69.0529849529,3.10038528E8,MAYBE,-,-
516353578,Runtime_Complexity_Full_Rewriting/TCT_12/recursion-5.xml,13160465,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,72.838784221,42.1514408588,2.87444992E8,MAYBE,-,-
516353579,Runtime_Complexity_Full_Rewriting/TCT_12/polycounter-5.xml,13160466,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,32.396156258,16.7269990444,1.72634112E8,"WORST_CASE(?,O(n^5))",CERTIFIED,1.14
516353580,Runtime_Complexity_Full_Rewriting/TCT_12/sat.xml,13160467,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,255.798191836,80.3519539833,8.35426304E9,MAYBE,-,-
516353581,Runtime_Complexity_Full_Rewriting/SK90/2.54.xml,13160634,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,0.02754197,0.0303628444672,1.1051008E7,"WORST_CASE(?,O(n^1))",CERTIFIED,0.03
516353582,Runtime_Complexity_Full_Rewriting/SK90/4.31.xml,13160635,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,25.771198746,11.7224359512,2.62344704E8,MAYBE,-,-
516353583,Runtime_Complexity_Full_Rewriting/SK90/2.28.xml,13160636,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,11.944317502,5.53248405457,1.50556672E8,MAYBE,-,-
516353584,Runtime_Complexity_Full_Rewriting/SK90/2.53.xml,13160637,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,0.040145403,0.0310790538788,1.1337728E7,"WORST_CASE(?,O(n^1))",CERTIFIED,0.03
516353585,Runtime_Complexity_Full_Rewriting/SK90/2.21.xml,13160638,tct-trs_v3.2.0_2020-06-28,29575,tct_rc_cert,360389,complete,11.956668203,4.96236515045,1.26697472E8,MAYBE,-,-
