pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,output-size
516337459,Logic_Programming/lpexamples/log2b-oi.pl,13155676,NTI+cTI,33202,default,549725,complete,0.688637433,0.545500993729,4.5817856E7,NO,1029
516337460,Logic_Programming/lpexamples/log2b-oi.pl,13155676,AProVE21,33789,standard,551423,complete,150.907620803,55.5229139328,1.4542557184E10,MAYBE,3602517
516337461,Logic_Programming/lpexamples/ackermann-ioi.pl,13155677,NTI+cTI,33202,default,549725,complete,0.646311525,0.55495095253,4.7538176E7,NO,924
516337462,Logic_Programming/lpexamples/ackermann-ioi.pl,13155677,AProVE21,33789,standard,551423,complete,16.590696472,5.13777494431,1.26722048E9,MAYBE,525095
516337463,Logic_Programming/lpexamples/mergesort.pl,13155678,NTI+cTI,33202,default,549725,timeout (wallclock),356.48630151,301.009603024,1.304147968E10,MAYBE,241
516337464,Logic_Programming/lpexamples/mergesort.pl,13155678,AProVE21,33789,standard,551423,complete,14.215976913,4.44240808487,1.23807744E9,YES,84324
516337465,Logic_Programming/lpexamples/ts08.pl,13155679,NTI+cTI,33202,default,549725,complete,3.061269478,0.939663171768,5.82275072E8,YES,511
516337466,Logic_Programming/lpexamples/ts08.pl,13155679,AProVE21,33789,standard,551423,complete,5.683811249,2.27485799789,4.79125504E8,YES,5237
516337467,Logic_Programming/lpexamples/average.pl,13155680,NTI+cTI,33202,default,549725,complete,9.494368965,3.53565478325,1.62574336E9,YES,512
516337468,Logic_Programming/lpexamples/average.pl,13155680,AProVE21,33789,standard,551423,complete,6.695653862,2.47299194336,5.66861824E8,YES,9503
516337469,Logic_Programming/lpexamples/average-ioi.pl,13155681,NTI+cTI,33202,default,549725,complete,9.984764907,3.61950302124,1.53382912E9,YES,509
516337470,Logic_Programming/lpexamples/average-ioi.pl,13155681,AProVE21,33789,standard,551423,complete,6.092136137,2.28792500496,5.00310016E8,YES,9176
516337471,Logic_Programming/lpexamples/log2a.pl,13155682,NTI+cTI,33202,default,549725,complete,12.93880014,4.4390130043,1.434980352E9,YES,512
516337472,Logic_Programming/lpexamples/log2a.pl,13155682,AProVE21,33789,standard,551423,complete,8.177005417,2.87964200974,6.60750336E8,YES,16614
516337473,Logic_Programming/lpexamples/log2b.pl,13155683,NTI+cTI,33202,default,549725,timeout (wallclock),343.485415666,301.052565098,1.2067135488E10,MAYBE,238
516337474,Logic_Programming/lpexamples/log2b.pl,13155683,AProVE21,33789,standard,551423,complete,8.245057822,2.95208501816,8.6798336E8,YES,16370
516337475,Logic_Programming/lpexamples/log2a-oi.pl,13155684,NTI+cTI,33202,default,549725,complete,0.645324299,0.590259075165,4.5481984E7,NO,990
516337476,Logic_Programming/lpexamples/log2a-oi.pl,13155684,AProVE21,33789,standard,551423,complete,10.922255678,3.66165494919,1.085263872E9,MAYBE,506943
516337477,Logic_Programming/lpexamples/mergesort-oi.pl,13155685,NTI+cTI,33202,default,549725,complete,0.645031644,0.54213309288,5.1216384E7,NO,1040
516337478,Logic_Programming/lpexamples/mergesort-oi.pl,13155685,AProVE21,33789,standard,551423,complete,20.26259956,6.00588083267,1.251782656E9,MAYBE,536730
516337479,Logic_Programming/lpexamples/ackermann.pl,13155686,NTI+cTI,33202,default,549725,timeout (wallclock),336.803648645,301.05804491,1.252896768E10,MAYBE,238
516337480,Logic_Programming/lpexamples/ackermann.pl,13155686,AProVE21,33789,standard,551423,complete,6.146940956,2.31065607071,5.04930304E8,YES,10495
516337481,Logic_Programming/lpexamples/lategen.pl,13155687,NTI+cTI,33202,default,549725,timeout (wallclock),619.463679787,301.037403107,1.965615104E10,MAYBE,241
516337482,Logic_Programming/lpexamples/lategen.pl,13155687,AProVE21,33789,standard,551423,complete,4.641395838,1.94192290306,4.8162816E8,YES,18312
516337483,Logic_Programming/lpexamples/mapcolor.pl,13155688,NTI+cTI,33202,default,549725,timeout (wallclock),607.029323323,301.009688854,2.0439093248E10,MAYBE,238
516337484,Logic_Programming/lpexamples/mapcolor.pl,13155688,AProVE21,33789,standard,551423,complete,37.10584777,10.2639548779,1.232162816E9,MAYBE,243769
516337485,Logic_Programming/lpexamples/shapes.pl,13155689,NTI+cTI,33202,default,549725,timeout (wallclock),775.858907628,301.009260178,2.4958869504E10,MAYBE,241
516337486,Logic_Programming/lpexamples/shapes.pl,13155689,AProVE21,33789,standard,551423,complete,12.471319363,4.01903414726,1.047986176E9,YES,158204
516337487,Logic_Programming/talp_mixed/hanoiapp.suc.pl,13155657,NTI+cTI,33202,default,549725,complete,13.610291401,5.19013094902,2.154409984E9,YES,513
516337488,Logic_Programming/talp_mixed/hanoiapp.suc.pl,13155657,AProVE21,33789,standard,551423,complete,9.183721008,3.17733883858,7.48711936E8,YES,24857
516337489,Logic_Programming/talp_mixed/ack.pl,13155658,NTI+cTI,33202,default,549725,timeout (wallclock),337.015373823,301.045058966,1.251792896E10,MAYBE,241
516337490,Logic_Programming/talp_mixed/ack.pl,13155658,AProVE21,33789,standard,551423,complete,6.521074005,2.82098412514,5.14768896E8,YES,9244
516337491,Logic_Programming/talp_mixed/sublist1.pl,13155659,NTI+cTI,33202,default,549725,complete,3.400708238,1.09940385818,5.72010496E8,YES,512
516337492,Logic_Programming/talp_mixed/sublist1.pl,13155659,AProVE21,33789,standard,551423,complete,6.128111784,2.33199596405,5.05995264E8,YES,9577
516337493,Logic_Programming/talp_mixed/flat-oi.pl,13155660,NTI+cTI,33202,default,549725,timeout (wallclock),538.258751479,301.007668018,1.7793216512E10,MAYBE,241
516337494,Logic_Programming/talp_mixed/flat-oi.pl,13155660,AProVE21,33789,standard,551423,complete,9.514936229,3.31567502022,1.092706304E9,MAYBE,107982
516337495,Logic_Programming/talp_mixed/sameleaves.pl,13155661,NTI+cTI,33202,default,549725,complete,4.997982667,1.46013021469,6.5067008E8,YES,510
516337496,Logic_Programming/talp_mixed/sameleaves.pl,13155661,AProVE21,33789,standard,551423,complete,7.66475008,6.6242890358,6.14658048E8,YES,28222
516337497,Logic_Programming/talp_mixed/zebra.pl,13155662,NTI+cTI,33202,default,549725,complete,10.819181828,8.5782430172,4.092588032E9,YES,513
516337498,Logic_Programming/talp_mixed/zebra.pl,13155662,AProVE21,33789,standard,551423,complete,8.180867205,2.83740901947,8.46036992E8,YES,112968
516337499,Logic_Programming/talp_mixed/p.pl,13155663,NTI+cTI,33202,default,549725,complete,3.093175598,1.01921796799,3.23874816E8,YES,513
516337500,Logic_Programming/talp_mixed/p.pl,13155663,AProVE21,33789,standard,551423,complete,5.660056617,2.18171596527,4.8932864E8,YES,16038
516337501,Logic_Programming/talp_mixed/sicstus1.pl,13155664,NTI+cTI,33202,default,549725,complete,4.137745288,1.43425703049,5.88398592E8,YES,509
516337502,Logic_Programming/talp_mixed/sicstus1.pl,13155664,AProVE21,33789,standard,551423,complete,5.617490519,2.23579597473,4.84241408E8,YES,19363
516337503,Logic_Programming/talp_mixed/flat.pl,13155665,NTI+cTI,33202,default,549725,timeout (wallclock),530.783841869,301.05230689,1.837522944E10,MAYBE,241
516337504,Logic_Programming/talp_mixed/flat.pl,13155665,AProVE21,33789,standard,551423,complete,6.634025523,2.51496481895,5.54364928E8,YES,15408
516337505,Logic_Programming/talp_mixed/permute1.pl,13155666,NTI+cTI,33202,default,549725,complete,4.215129177,1.29325389862,6.05585408E8,YES,513
516337506,Logic_Programming/talp_mixed/permute1.pl,13155666,AProVE21,33789,standard,551423,complete,7.240688205,2.72959589958,6.07584256E8,YES,23732
516337507,Logic_Programming/talp_mixed/fib_t.pl,13155667,NTI+cTI,33202,default,549725,complete,9.738672064,3.07606196404,1.2540928E9,YES,509
516337508,Logic_Programming/talp_mixed/fib_t.pl,13155667,AProVE21,33789,standard,551423,complete,6.417057176,2.42476582527,5.28244736E8,YES,15471
516337509,Logic_Programming/talp_mixed/sublist.pl,13155668,NTI+cTI,33202,default,549725,complete,3.721192676,1.12309813499,5.81021696E8,YES,509
516337510,Logic_Programming/talp_mixed/sublist.pl,13155668,AProVE21,33789,standard,551423,complete,6.341577354,2.41657185555,5.18586368E8,YES,16132
516337511,Logic_Programming/talp_mixed/queens.pl,13155669,NTI+cTI,33202,default,549725,complete,5.506358669,2.68522000313,1.140195328E9,YES,513
516337512,Logic_Programming/talp_mixed/queens.pl,13155669,AProVE21,33789,standard,551423,complete,11.480910007,3.7132589817,1.190109184E9,YES,69597
516337513,Logic_Programming/talp_mixed/bad_sublist.pl,13155670,NTI+cTI,33202,default,549725,complete,0.66846077,0.542695045471,4.5985792E7,NO,1026
516337514,Logic_Programming/talp_mixed/bad_sublist.pl,13155670,AProVE21,33789,standard,551423,complete,9.001190714,3.07616996765,9.11556608E8,MAYBE,115813
516337515,Logic_Programming/talp_mixed/perm.pl,13155671,NTI+cTI,33202,default,549725,complete,4.163958108,1.27944397926,5.96078592E8,YES,510
516337516,Logic_Programming/talp_mixed/perm.pl,13155671,AProVE21,33789,standard,551423,complete,7.448583865,2.73102593422,6.09058816E8,YES,25096
516337517,Logic_Programming/talp_mixed/rotate.pl,13155672,NTI+cTI,33202,default,549725,complete,3.773490639,1.15959191322,5.91896576E8,YES,512
516337518,Logic_Programming/talp_mixed/rotate.pl,13155672,AProVE21,33789,standard,551423,complete,6.374956569,2.41015291214,5.2230144E8,YES,15764
516337519,Logic_Programming/talp_mixed/mergesort.pl,13155673,NTI+cTI,33202,default,549725,timeout (wallclock),433.076298543,301.058579206,1.473896448E10,MAYBE,238
516337520,Logic_Programming/talp_mixed/mergesort.pl,13155673,AProVE21,33789,standard,551423,complete,18.052488723,5.45163989067,1.346830336E9,YES,101222
516337521,Logic_Programming/talp_mixed/qicksort.pl,13155674,NTI+cTI,33202,default,549725,complete,7.20392646,3.8295481205,2.108981248E9,YES,510
516337522,Logic_Programming/talp_mixed/qicksort.pl,13155674,AProVE21,33789,standard,551423,complete,11.55977643,3.77699589729,9.68413184E8,YES,49585
516337523,Logic_Programming/talp_mixed/reverse.pl,13155675,NTI+cTI,33202,default,549725,complete,3.474476075,1.10460710526,5.82098944E8,YES,508
516337524,Logic_Programming/talp_mixed/reverse.pl,13155675,AProVE21,33789,standard,551423,complete,5.793405831,2.27399897575,4.80841728E8,YES,8615
