pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,certification-result,certification-time,output-size
487549015,TRS_Equational/AProVE_AC_04/AC01.xml,11768779,AProVE,29458,certified,360177,complete,3.396245588,1.67353391647,2.05893632E8,YES,CERTIFIED,0.0,3258
487549016,TRS_Equational/AProVE_AC_04/AC01.xml,11768779,NaTT 1.6.1,29473,Certifiable,360199,complete,0.032404365,0.0310661792755,6561792.0,YES,CERTIFIED,0.0,31609
487549055,TRS_Equational/AProVE_AC_04/AC02.xml,11768799,AProVE,29458,certified,360177,complete,3.389634185,1.7417781353,2.11214336E8,YES,CERTIFIED,0.0,7086
487549056,TRS_Equational/AProVE_AC_04/AC02.xml,11768799,NaTT 1.6.1,29473,Certifiable,360199,complete,0.032025709,0.0303149223328,6189056.0,YES,CERTIFIED,0.1,33803
487549039,TRS_Equational/AProVE_AC_04/AC03.xml,11768791,AProVE,29458,certified,360177,complete,5.737549983,2.41740894318,3.58576128E8,YES,CERTIFIED,0.1,52619
487549040,TRS_Equational/AProVE_AC_04/AC03.xml,11768791,NaTT 1.6.1,29473,Certifiable,360199,complete,0.085268544,0.109908103943,9572352.0,REJECTED-YES,REJECTED,0.1,88487
487549041,TRS_Equational/AProVE_AC_04/AC04.xml,11768792,AProVE,29458,certified,360177,complete,6.150453989,2.63736104965,3.72527104E8,YES,CERTIFIED,0.1,57487
487549042,TRS_Equational/AProVE_AC_04/AC04.xml,11768792,NaTT 1.6.1,29473,Certifiable,360199,complete,0.110648618,0.133938074112,1.2054528E7,REJECTED-YES,REJECTED,0.2,118917
487549053,TRS_Equational/AProVE_AC_04/AC05.xml,11768798,AProVE,29458,certified,360177,complete,6.449084079,2.46918702126,3.76434688E8,YES,CERTIFIED,0.1,64828
487549054,TRS_Equational/AProVE_AC_04/AC05.xml,11768798,NaTT 1.6.1,29473,Certifiable,360199,complete,0.139527953,0.151257991791,1.4716928E7,REJECTED-YES,REJECTED,0.2,115856
487549017,TRS_Equational/AProVE_AC_04/AC06.xml,11768780,AProVE,29458,certified,360177,complete,4.255834947,2.28378915787,2.41922048E8,YES,CERTIFIED,0.1,22665
487549018,TRS_Equational/AProVE_AC_04/AC06.xml,11768780,NaTT 1.6.1,29473,Certifiable,360199,complete,0.153113805,0.196033000946,1.2812288E7,REJECTED-YES,REJECTED,0.3,175085
487549031,TRS_Equational/AProVE_AC_04/AC07.xml,11768787,AProVE,29458,certified,360177,complete,5.426567013,4.90633296967,3.25746688E8,YES,CERTIFIED,0.1,47006
487549032,TRS_Equational/AProVE_AC_04/AC07.xml,11768787,NaTT 1.6.1,29473,Certifiable,360199,complete,0.061122505,0.0570549964905,6340608.0,YES,CERTIFIED,0.1,83362
487549033,TRS_Equational/AProVE_AC_04/AC09.xml,11768788,AProVE,29458,certified,360177,complete,3.488845471,1.79771089554,2.22093312E8,YES,CERTIFIED,0.0,8851
487549034,TRS_Equational/AProVE_AC_04/AC09.xml,11768788,NaTT 1.6.1,29473,Certifiable,360199,complete,0.098211804,0.100378990173,8404992.0,REJECTED-YES,REJECTED,0.2,97812
487549003,TRS_Equational/AProVE_AC_04/AC10.xml,11768773,AProVE,29458,certified,360177,complete,3.446308864,1.8405790329,2.10395136E8,YES,CERTIFIED,0.0,9273
487549004,TRS_Equational/AProVE_AC_04/AC10.xml,11768773,NaTT 1.6.1,29473,Certifiable,360199,complete,0.094128413,0.122224807739,9453568.0,REJECTED-YES,REJECTED,0.1,91520
487549027,TRS_Equational/AProVE_AC_04/AC11.xml,11768785,AProVE,29458,certified,360177,complete,8.262062837,3.49485301971,4.63872E8,YES,CERTIFIED,0.0,11641
487549028,TRS_Equational/AProVE_AC_04/AC11.xml,11768785,NaTT 1.6.1,29473,Certifiable,360199,complete,0.050578558,0.047042131424,7557120.0,YES,CERTIFIED,0.1,86081
487549051,TRS_Equational/AProVE_AC_04/AC12.xml,11768797,AProVE,29458,certified,360177,complete,3.890630715,1.84401583672,2.23879168E8,YES,CERTIFIED,0.0,7542
487549052,TRS_Equational/AProVE_AC_04/AC12.xml,11768797,NaTT 1.6.1,29473,Certifiable,360199,complete,0.282894419,0.244873046875,1.257472E7,REJECTED-YES,REJECTED,0.2,111428
487549057,TRS_Equational/AProVE_AC_04/AC13.xml,11768800,AProVE,29458,certified,360177,complete,3.588280325,1.77147102356,2.14859776E8,YES,CERTIFIED,0.0,10334
487549058,TRS_Equational/AProVE_AC_04/AC13.xml,11768800,NaTT 1.6.1,29473,Certifiable,360199,complete,0.09388619,0.0767178535461,9068544.0,REJECTED-YES,REJECTED,0.1,93150
487549059,TRS_Equational/AProVE_AC_04/AC14.xml,11768801,AProVE,29458,certified,360177,complete,3.591429182,1.72367191315,2.1573632E8,YES,CERTIFIED,0.0,9273
487549060,TRS_Equational/AProVE_AC_04/AC14.xml,11768801,NaTT 1.6.1,29473,Certifiable,360199,complete,0.093103873,0.0921919345856,8376320.0,REJECTED-YES,REJECTED,0.1,91592
487549049,TRS_Equational/AProVE_AC_04/AC15.xml,11768796,AProVE,29458,certified,360177,complete,3.436822647,1.88477897644,2.07978496E8,YES,CERTIFIED,0.0,3764
487549050,TRS_Equational/AProVE_AC_04/AC15.xml,11768796,NaTT 1.6.1,29473,Certifiable,360199,complete,0.077971296,0.104448080063,9416704.0,REJECTED-YES,REJECTED,0.1,62593
487549029,TRS_Equational/AProVE_AC_04/AC16.xml,11768786,AProVE,29458,certified,360177,complete,4.644343109,2.09611010551,2.55483904E8,YES,CERTIFIED,0.0,6833
