pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,output-size
517005320,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30c.xml,13166214,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,1092.8858576,294.210856915,2.123440128E9,MAYBE,3173
517005321,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30c.xml,13166214,AProVE21,33789,complexity,551428,complete,43.619780569,12.0105760098,1.793359872E9,"WORST_CASE(Omega(n^1),O(n^1))",19751
517005322,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.23.xml,13166215,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,804.658147635,294.235383987,1.584799744E9,"WORST_CASE(Omega(n^1),?)",2242
517005323,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.23.xml,13166215,AProVE21,33789,complexity,551428,complete,421.885362129,291.871516943,1.0733420544E10,"WORST_CASE(Omega(n^1),O(n^2))",16230
517005324,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.32.xml,13166216,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,11.769148442,3.00405693054,1.71757568E8,"WORST_CASE(Omega(n^1),O(n^2))",4791
517005325,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.32.xml,13166216,AProVE21,33789,complexity,551428,complete,108.295225036,34.3709139824,1.0520498176E10,"WORST_CASE(Omega(n^1),O(n^1))",17262
517005326,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.22.xml,13166217,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,14.709147447,3.71288490295,1.3529088E8,"WORST_CASE(Omega(n^1),O(n^1))",12734
517005327,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.22.xml,13166217,AProVE21,33789,complexity,551428,complete,18.459862868,5.61421585083,1.659895808E9,"WORST_CASE(Omega(n^1),O(n^1))",7113
517005328,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30b.xml,13166218,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,1051.45999974,294.134278059,6.83384832E8,"WORST_CASE(Omega(n^1),?)",2923
517005329,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30b.xml,13166218,AProVE21,33789,complexity,551428,complete,36.726742183,10.6639480591,1.808330752E9,"WORST_CASE(Omega(n^1),O(n^1))",24245
517005330,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.34.xml,13166219,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,20.691728685,5.36565208435,1.75099904E8,"WORST_CASE(Omega(n^1),O(n^2))",7259
517005331,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.34.xml,13166219,AProVE21,33789,complexity,551428,complete,479.578428348,291.880625963,1.2738342912E10,"WORST_CASE(Omega(n^1),O(n^2))",28898
517005332,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.33.xml,13166220,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,37.971057284,9.55639791489,3.58944768E8,"WORST_CASE(Omega(n^1),O(n^3))",23268
517005333,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.33.xml,13166220,AProVE21,33789,complexity,551428,complete,1082.4142896,291.878326893,9.7801216E9,"WORST_CASE(Omega(n^2),?)",8311
517005334,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30.xml,13166221,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,985.800835177,294.237613916,2.123112448E9,"WORST_CASE(Omega(n^1),?)",2743
517005335,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30.xml,13166221,AProVE21,33789,complexity,551428,complete,33.237934555,9.30754899979,1.64937728E9,"WORST_CASE(Omega(n^1),O(n^1))",16411
517005336,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.37.xml,13166222,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,16.02969681,4.10860991478,1.16682752E8,"WORST_CASE(Omega(n^1),O(n^1))",4886
517005337,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.37.xml,13166222,AProVE21,33789,complexity,551428,complete,5.218081245,2.02657699585,4.7245312E8,"WORST_CASE(Omega(n^1),O(n^1))",4197
517005338,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.26.xml,13166223,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,711.922997677,193.979696035,1.596903424E9,"WORST_CASE(Omega(n^1),?)",21046
517005339,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.26.xml,13166223,AProVE21,33789,complexity,551428,complete,325.194686192,291.896395922,1.0091220992E10,"WORST_CASE(Omega(n^1),O(n^2))",22527
517005340,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30a.xml,13166224,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,676.398520699,178.862262011,2.230689792E9,"WORST_CASE(Omega(n^1),?)",19748
517005341,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.30a.xml,13166224,AProVE21,33789,complexity,551428,complete,27.954253533,7.92905902863,1.80768768E9,"WORST_CASE(Omega(n^1),O(n^1))",17555
517005342,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.28.xml,13166225,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,8.397118857,2.16484808922,8.2374656E7,"WORST_CASE(Omega(n^1),O(n^1))",3782
517005343,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.28.xml,13166225,AProVE21,33789,complexity,551428,complete,18.394979451,5.40676093102,1.402953728E9,"WORST_CASE(Omega(n^1),O(n^1))",10009
517005344,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.36.xml,13166226,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,96.548779414,24.2067210674,1.16701184E9,"WORST_CASE(Omega(n^1),O(n^3))",104486
517005345,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.36.xml,13166226,AProVE21,33789,complexity,551428,complete,1132.83773309,296.681515932,1.0364080128E10,"WORST_CASE(Omega(n^2),O(n^3))",88076
517005346,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.29.xml,13166227,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,1173.92804293,294.25984478,3.5393536E9,MAYBE,3403
517005347,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.29.xml,13166227,AProVE21,33789,complexity,551428,complete,1120.93131054,293.013602018,1.5849361408E10,"WORST_CASE(Omega(n^1),?)",10588
517005348,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.27.xml,13166228,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,complete,10.828973651,2.80636620522,1.43228928E8,"WORST_CASE(Omega(n^1),O(n^2))",4598
517005349,Runtime_Complexity_Innermost_Rewriting/Strategy_removed_AG01/#4.27.xml,13166228,AProVE21,33789,complexity,551428,complete,319.998041405,291.886152983,1.0281402368E10,"WORST_CASE(Omega(n^1),O(n^2))",26043
517005350,Runtime_Complexity_Innermost_Rewriting/Secret_06_TRS/tpa05.xml,13166199,tct-trs_v3.2.0_2020-06-28,29575,tct_rci,360386,timeout (cpu),1204.77230581,301.065878868,2.3878434816E10,MAYBE,375
